Wavelength	Abs
349	0.07359831035
348	0.05617816001
347	0.05643026903
346	0.0589242503
345	0.05790743232
344	0.05838271976
343	0.05961336195
342	0.05960620567
341	0.05990292132
340	0.0588985458
339	0.06153281033
338	0.06069618836
337	0.06229195371
336	0.06183702499
335	0.06284154952
334	0.06367683411
333	0.06464014947
332	0.06486517936
331	0.06495653093
330	0.06505000591
329	0.06780044734
328	0.06859767437
327	0.06869445741
326	0.06896801293
325	0.06994464248
324	0.07143421471
323	0.07188984752
322	0.07325142622
321	0.07400912791
320	0.07473737001
319	0.07575505972
318	0.07689189166
317	0.07853581011
316	0.0789103806
315	0.08109105378
314	0.0823456645
313	0.08430359513
312	0.08522879332
311	0.0862070173
310	0.0871919468
309	0.08893498778
308	0.08959914744
307	0.09164366126
306	0.09303365648
305	0.09528656304
304	0.09624996036
303	0.09793873876
302	0.09982664138
301	0.1019389853
300	0.1038358212
299	0.106649071
298	0.108645916
297	0.1107753441
296	0.1123968437
295	0.1159629971
294	0.1183476299
293	0.1209089607
292	0.1244075745
291	0.1272519827
290	0.1318737566
289	0.1323340833
288	0.1365704089
287	0.1408845484
286	0.1424514949
285	0.1471299529
284	0.1500218064
283	0.1533872187
282	0.156886369
281	0.1607729942
280	0.1650994271
279	0.1691757888
278	0.1723112762
277	0.1767097712
276	0.1816387624
275	0.1866454333
274	0.1918011457
273	0.1972014606
272	0.2026806325
271	0.2082109004
270	0.2151257247
269	0.221570462
268	0.2288857549
267	0.2367193252
266	0.2441667914
265	0.2546975017
264	0.2643311322
263	0.2735833824
262	0.2835070193
261	0.2936111689
260	0.3047057986
259	0.3141827583
258	0.3245452344
257	0.334456861
256	0.3437076509
255	0.3559300601
254	0.3662801385
253	0.3772515059
252	0.3880043924
251	0.39771384
250	0.4075728059
249	0.41544047
248	0.4217995405
247	0.4278000593
246	0.4335044026
245	0.4387353063
244	0.4435036778
243	0.4476600587
242	0.4511688948
241	0.4542390108
240	0.4564802647
239	0.4583148658
238	0.4591676295
237	0.4610618949
236	0.4625956416
235	0.4643647969
234	0.4678929746
233	0.4712045789
232	0.4771645665
231	0.4841007292
230	0.4959741235
229	0.5112504959
228	0.531242013
227	0.5581428409
226	0.5946122408
225	0.6424812675
224	0.7031801939
223	0.7811714411
222	0.8789250255
221	1.003097534
220	1.157447577
